Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2,X-Printer 3,Y-Printer 3,X-Printer 4,Y-Printer 4,X-Printer 5,Y-Printer 5
256285.336013,194.575049701,358.123070173,340.777114004,369.115945238,344.792414862,386.640746128,335.772538385,808.202520558,746.086908881,672.370291876
222269.652072,456.944281359,4.62980988961,444.358110453,141.260545253,179.818097947,578.669603864,238.942488018,621.537146126,584.958449808,491.609163482
283428.091227,222.508381435,501.468752827,673.185446868,27.2800296134,760.27569686,3.66966160312,557.982315572,819.704400167,412.715052559,981.440387158
229689.623477,116.23108965,501.312011774,50.314138315,526.987861024,689.084993227,200.935669899,662.991559816,647.979137001,178.382823558,913.558920697
342847.452417,62.4612908007,175.898639974,42.973038208,276.455245636,321.791199531,514.004700339,685.086243622,790.664925544,733.167443676,831.586174984
272422.863063,468.011296538,187.258230645,362.928406328,396.303945802,568.727827968,80.1879472034,15.1707034689,589.82841972,38.5650712539,706.790246319
240916.66576,11.0318595413,13.4904486113,286.864166856,185.622262848,104.040017055,489.345059571,682.575319136,175.837649123,288.921091164,855.034344183
258407.95761,643.239407313,343.380026022,674.348716386,418.09934948,405.010039012,861.95725934,628.250059673,755.203273589,247.051506575,984.681870693
223021.265086,506.801784148,148.189761406,494.598903041,235.194766177,55.3799984411,583.636431618,540.581380347,512.253632667,413.497885312,655.529538302
324030.965249,96.4670979432,143.294279083,425.398530064,4.30086342695,392.063858532,814.96728417,76.1770635537,926.119364298,588.473226005,970.012676441
238041.121766,57.141459396,530.512169703,650.629509534,453.038968223,185.459295299,874.105966286,6.05466069295,963.3734086,616.640127316,966.343776522
195968.664211,638.252816387,13.2855642099,499.466779658,409.404124092,373.962456458,539.737317413,181.132003887,899.094976034,563.041444836,883.892445891
262249.167256,105.354503614,521.28390675,497.418895177,497.897226022,724.316172315,483.074456132,673.155251341,632.8344173,527.958838464,778.611489782
287669.347886,157.326086591,168.881452409,56.466995145,240.008115576,252.207838132,14.2449219623,510.274583463,174.641928799,462.488759802,688.93440266
181959.815144,299.577219328,313.482694738,323.856271775,638.966741679,701.701109244,384.597899089,104.921660484,914.330724798,610.117420123,807.220685414
294494.177356,181.498287527,423.99824277,51.4352818494,498.936193285,749.683692572,575.536365447,387.508160044,903.442262927,727.175615175,805.797301852
259828.264218,51.905194374,76.602382132,60.903168484,195.317853008,587.513457935,283.211549607,745.688585624,309.255721768,389.346892938,845.960017464
229264.439985,448.151662373,252.406446523,536.822193905,353.965482442,5.09594061069,791.612395726,737.398209783,770.902584094,765.781198583,915.442362293
317284.881504,167.04077599,159.452038562,271.923888915,38.9627427107,360.956518445,148.202459805,5.21340111794,739.199510566,530.53302888,925.972743318
292189.57684,364.548369348,412.558940028,342.549126167,460.982192138,363.38110419,516.875015026,559.748547539,737.233307903,490.197830054,964.176826627
218121.226673,227.117763506,665.51117975,658.644329014,312.750420181,417.742482435,650.402147112,52.5412224286,952.655151238,184.020534658,938.910742507
306323.798678,272.091862811,154.650730639,185.677935301,277.378621383,195.157195447,600.892695085,56.4469410554,984.762049241,421.421782411,945.40347336
242161.965077,324.958957526,395.098849585,743.505201392,158.270303738,485.469537726,689.161722225,593.320462129,698.678446071,424.689973507,823.414123305
250730.065197,6.55812499264,231.808249225,346.443190273,256.783166405,434.414986972,312.138007448,654.146864646,524.242415054,96.5284465444,969.695535061
186469.418969,539.758566161,235.329607823,268.711121697,672.578764419,651.75296602,347.96133553,616.780469574,811.79417066,628.215174051,960.130288307
251119.73212,150.432218565,387.462420148,405.911676395,169.87933704,101.344141788,594.333441228,327.604027976,517.49109659,178.290149019,820.629926097
238996.956562,266.657350741,58.4620143426,327.487434363,501.066521179,587.309131991,486.788831729,642.505990602,753.200663325,393.023313531,943.212443965
280128.352399,129.156816782,390.119225219,531.326394432,116.161530072,706.754647586,139.772995753,685.861566817,260.215546551,703.201554623,789.249292945
239277.115589,92.5761325368,148.960261404,268.961181745,329.395693064,467.673935681,342.474634535,2.75276833149,810.886757668,698.340562554,748.877507575
227302.557823,210.449463038,127.563282489,81.0535832481,299.335707396,279.198055898,456.230111401,642.586912264,382.499112168,313.359984687,690.972739105
251101.480895,62.7892788177,373.331999216,142.789105072,412.32038764,653.312385165,271.900353946,569.268518489,639.974228866,592.218489202,914.476527922
254448.718149,419.810833773,289.545287064,659.95354904,85.8750929477,590.224003195,726.833402412,465.745082709,840.210742296,740.807813667,779.745206075
247329.680647,293.368022866,213.912999761,64.9393275656,475.407937475,200.268533512,511.686988105,561.914581015,610.571520251,266.13029603,1000.57106769
222885.930643,494.548593373,119.772137424,394.291641593,326.747447427,666.71307911,360.758498181,612.489012778,752.774103018,389.379520892,943.236763923
225689.840744,135.816200004,294.850522428,378.109780853,66.8801067215,547.627371865,419.517861171,560.66087495,614.211796833,263.430220703,909.871281064
225873.09287,330.202625952,354.389573773,140.599617545,549.768763175,733.670221702,322.725050244,667.588643187,566.087202085,761.018364062,712.61220643
283840.108774,554.959704283,137.349493378,625.027149722,349.550029506,547.645652878,868.110633798,634.653236549,878.327663482,537.26313418,997.687849775
384542.515746,117.150396493,245.520150983,0.71049205631,547.764954599,41.2882622091,605.502409243,286.238593496,724.962868576,15.7767583471,893.796552877
243496.586806,252.543211805,36.2696739439,415.533180357,246.656830419,752.631902147,98.9671436898,323.289283466,880.726814398,566.575894414,763.401081708
276015.187194,357.835003584,288.474759813,504.966193697,40.0158670108,182.072044637,915.505539171,269.544615091,943.612506004,231.952363866,998.56346826
404205.869719,57.9173034838,218.797313057,728.749440714,0.575396847267,759.717905084,187.610877821,783.320981546,130.755502313,734.638740489,995.899104519
243990.302708,645.067692639,171.919262517,648.56791352,443.016165332,784.526269455,538.070705148,381.966944352,913.9122562,637.623107282,855.160019504
251329.031631,71.4773320945,437.175247416,264.958778543,470.047277658,768.70131332,88.2982214356,688.604046667,394.266578934,38.0395006704,818.167888379
217794.467277,132.757541517,121.59575867,484.349826785,342.698256546,371.754136394,574.851070186,764.395646021,415.845279733,348.768642965,823.530265412
304464.230505,517.840622521,46.7426397369,463.660411589,720.400290071,627.536735662,825.373512502,425.269999501,969.064567785,569.997856997,898.305913336
221833.754352,281.297798812,33.0249845452,410.905385329,176.28863341,556.238442702,106.305310913,131.30162749,666.593405887,603.735231612,716.554482544
293906.628453,35.4180410598,362.508357027,482.438221164,147.572480528,760.843313601,121.279098056,676.302175277,670.227656348,713.416067609,925.161457441
311803.957657,31.0991104026,212.863640248,200.113957689,302.400148932,315.54186318,238.729677956,300.244413576,418.5323927,656.835527045,934.179896156
210442.548848,384.863544647,302.428432203,494.855324133,41.370998226,306.845266691,674.3844503,274.050192731,705.325090498,736.878562029,767.078702196
312180.56639,237.99395023,93.1543385434,422.982868096,9.71823519369,538.772185776,730.222018051,78.5104145148,956.767710199,449.167958594,857.289134768
201032.229192,270.165224527,222.078556014,138.624527123,573.549593835,556.136400871,403.706203932,471.713093926,589.491892335,346.843699136,760.9405381
236634.65015,116.755816822,419.498469524,465.396930087,113.143833971,156.209930089,773.658200874,245.292238097,933.38072788,731.592446311,844.2265083
254188.195094,482.336268624,184.875893908,326.668989875,486.767561121,664.297876847,55.4067572554,603.423136352,750.755635261,658.147093366,723.291399131
416394.583147,92.877897893,135.58523245,171.257557651,34.6798405141,53.2958557243,265.013802797,372.471345487,863.472352771,237.317068438,986.268933818
283935.508972,163.409630023,24.5422817496,774.357589612,65.7757082205,320.591648684,788.307435051,778.099131599,638.972218765,475.356424409,955.160101321
338950.172923,452.445373849,627.126276106,71.1463584626,927.80864485,130.108986465,965.901552594,466.041206534,928.53496528,682.825026043,872.180679252
208283.67896,130.650337655,317.440322827,442.270517139,267.691006044,714.721823628,337.298099848,153.613946854,942.329551664,580.239209401,848.139983357
273936.850943,195.179888299,16.9219319092,393.558496704,98.7092625443,209.652397235,732.776646333,448.573747892,1001.1331872,672.706741263,953.544129143
342859.619557,43.1886075493,105.917444528,115.507028676,31.3337073177,106.224513547,143.146520915,622.211616253,641.857442948,210.497222717,957.668641909
243632.160914,527.331077857,210.554188841,615.893102131,117.037022148,672.667900557,83.4063366507,297.581229673,793.070180221,152.451992875,845.396154899
322354.731365,155.460019058,190.433683623,190.491208007,336.247838749,44.844304832,510.181754954,92.7244408716,747.884539382,635.173717616,836.435223293
284656.238291,264.456465628,351.218359426,17.682107939,571.22956798,351.886391611,719.242547915,546.755134048,858.879399971,638.337707528,920.511429518
218135.773086,572.349117948,356.803699708,738.347939921,127.789408762,593.096671092,458.338271826,338.286058749,752.31077069,383.635754805,983.129333622
269347.425675,161.240691737,180.342744769,378.988163979,182.843999269,347.070784859,266.616929259,222.541794918,482.335977297,467.922006883,633.484456753
260516.338025,365.185791151,306.368068954,472.257088919,626.97193543,564.710399254,559.126906778,751.295017429,708.394781252,587.155548501,1008.88779329
266269.664391,0.978675495648,170.952023177,332.12934347,415.347096543,115.673545927,558.665496776,587.157099013,52.5376540632,162.203453055,663.30142735
236934.325522,80.5369159058,481.586897668,522.234063142,149.93740656,378.906132212,613.447624129,646.72362945,818.946780151,712.557986028,763.299973104
248216.552889,401.560685234,257.42160232,449.980123071,483.008864151,457.32895701,665.291539153,576.217038155,938.702892159,724.403022539,925.370487906
252587.726673,393.760463076,167.587892991,25.5187828578,451.935030264,551.642817152,296.300974303,484.116624767,497.6778769,720.328809088,568.960567409
338681.830548,23.5975614787,177.812904136,330.345920084,727.790556029,685.517539957,696.786283,510.547624667,921.095024867,691.847460745,928.309384812
303485.468084,95.3595521263,104.610664496,62.7995682255,413.315743062,9.84587681626,678.548229869,782.516342427,486.28995116,436.463983107,943.969385288
268022.338886,4.62360713585,141.751066056,338.748250057,395.274311188,298.916884112,620.579831492,554.925838507,704.26765639,463.012320564,888.609134559
339968.501187,352.368203227,170.055724493,325.761518886,353.996781058,643.190654557,192.738907334,713.906244717,13.2895019747,766.762382045,163.661578593
265535.171271,289.500458371,55.334733055,24.7352093294,335.818794379,533.227213229,223.24475752,699.694589689,252.79181389,474.887977762,876.003236317
225073.887535,480.063997103,342.801527094,660.934133016,270.334474135,675.087489505,361.463314303,1.45837624845,865.488734412,584.199773737,757.422772305
294361.709594,93.4827443469,1.26783107784,26.7782239059,452.443368939,8.866024432,581.540443253,472.808200672,367.49162992,722.825707646,113.032786055
331168.944644,92.5963545336,627.743708766,80.7896712548,836.288799545,314.666293735,805.575911587,729.573783072,616.259388059,32.4279564998,999.311824061
280129.657241,35.8838592731,40.2644937853,254.146941463,284.469591236,732.899038037,371.269247393,713.909347872,424.638926513,565.22332604,867.846042818
276143.66642,221.063093397,13.4491864208,198.209133558,183.574386874,159.409868012,362.935030891,663.471321072,497.632525847,483.659987252,784.638368646
262354.50567,181.397270965,160.388334714,35.7412916699,278.239188896,205.51556086,616.520574199,770.213784526,266.052450599,772.142638879,420.598751198
384638.094954,72.8660523776,66.1015494303,13.8708517847,490.976935624,301.593671337,805.754461624,448.833985281,841.039503954,745.986844411,849.057547997
223374.5884,557.551695339,217.310032884,84.0566309316,712.609060431,117.542632173,853.702109852,679.549737183,789.054672272,771.181245443,786.875468497
318864.779413,230.391103519,77.7304825961,376.2499192,82.9756690135,43.6435666634,573.495112267,288.180751948,529.994545705,23.4030197007,720.545349722
202765.044046,216.62962911,598.420338797,82.9750416881,666.354660283,605.804381132,344.513886052,271.79472411,692.414188866,742.260098326,817.933035732
230199.227601,379.587531896,227.327093467,503.425152066,145.606003455,4.26165276737,664.799757155,713.009304825,326.680413339,626.770439962,604.459866012
206376.685324,440.342900733,288.59757057,750.886302431,193.971501533,90.8456331302,785.735136563,378.758821799,711.13330041,495.777358766,789.81685808
235759.462004,150.632139936,121.432940582,497.016551467,163.423969193,309.50995558,856.467151045,743.248881344,719.736185099,629.72832436,912.760596392
246252.38006,228.551195109,419.447522534,620.53604264,460.011112392,593.378090718,533.008370085,651.572886775,659.659653015,30.722743803,961.467441583
281097.408148,291.924492018,369.7575971,464.195312276,593.724299926,365.537466885,671.418546422,368.696051676,707.43544445,447.311417074,751.505218528
320690.634633,174.218773821,231.229188044,83.4194489021,336.468848002,559.939999149,201.320871748,722.011944354,91.057885972,781.222785483,848.970552976
213001.946223,100.080343913,362.68771968,125.273203924,561.845536419,635.790615106,201.71699696,501.805010807,441.959399365,100.441007925,768.910985048
281245.163748,299.420948162,428.054299955,300.975974253,533.850102279,119.854160293,814.390234751,350.639668795,985.770947345,768.479513601,993.670841979
272766.338394,224.914682981,45.2721352904,326.789947764,453.255368337,15.330118038,578.733513206,471.200466859,527.914097842,456.591379759,884.786504755
260989.329549,97.7621162553,635.641093183,749.422638458,202.047239829,742.168170175,551.813946779,500.536181929,884.847994376,784.640535869,704.940680131
284086.69932,177.479744031,483.982050685,36.4574484459,542.376347868,545.751086105,134.187804925,684.957794232,26.503684935,123.062994243,994.400323054
246060.357999,228.907137699,226.217364202,323.378757822,267.375304939,709.053684451,498.318900651,362.521631467,870.3697758,81.123694706,1005.92560443
241666.653764,55.3338973511,47.7427599102,298.119693206,529.795615283,49.16314941,668.982667809,674.857711152,408.315203052,234.86901874,992.909815193
287290.343849,29.8104874604,111.132858586,336.382291017,118.994180594,125.367344038,536.07926449,781.541449621,585.396528366,751.599256097,705.143136582
215868.876653,96.749910849,158.656634671,452.296176729,537.944637404,287.606326195,668.292610428,692.375765136,227.560968047,305.013108988,826.275424071
226020.750328,505.425378473,67.1406206083,354.051515005,420.957349099,682.182634097,665.057488057,332.328470806,903.541537024,125.401060184,1002.03604951
278580.048967,55.6449299197,135.39849991,207.657289462,52.9784794776,366.106780758,392.519450448,722.108430373,100.251971264,164.205763471,1008.5946151
357566.562717,317.462096257,33.0709878818,14.7326112263,764.588864775,62.632358135,928.506296757,607.108781095,929.048670183,595.662472197,968.735357554
302770.474008,212.155121709,389.50910023,200.315079264,596.901160377,579.376404127,728.037372292,432.080118972,932.576058795,405.116203947,964.921647644
289445.247653,294.08691711,40.2649423547,394.137554687,19.1493382623,85.2466997816,520.445938889,417.595002241,579.74909338,491.876666259,746.058931237
253582.421534,119.191355225,189.690948618,433.337454495,403.172417808,383.90291636,687.218161379,679.151900518,770.644306905,784.179990263,864.753778735
347942.087331,135.742729927,77.5752968245,105.607470205,149.173012119,119.952435135,815.878414833,442.827011535,714.065376525,185.797752096,913.266691022
315221.402618,430.09334205,489.34729345,442.66624052,507.874186712,478.355216527,662.679177082,553.977282822,828.232036498,751.33140248,828.749329021
319104.04903,234.536256462,48.8340704043,226.136758194,783.689799684,692.78463264,756.246610443,672.753718742,775.523517396,514.347265056,949.952763893
331413.364374,106.513593352,176.666408051,58.3392666081,745.278775102,552.972815942,681.222235271,416.561217262,861.942544086,49.7802566584,997.173164712
278874.148967,36.1560725867,99.2909957119,31.8484295985,365.200824796,329.942366197,411.931741681,436.703008151,502.749297812,346.937892035,792.564067792
279498.908653,319.134435786,47.3839916467,508.001948042,132.920352863,417.582501589,791.438983,220.055019181,956.338456786,4.65223218005,1001.19721154
230855.818146,408.457369491,371.924285206,138.863276671,566.59486996,39.1220485846,640.071893627,573.653486752,714.386440005,224.823500851,1004.20732572
251766.493484,475.300706621,345.355583722,603.10799983,9.89122241683,561.351709914,398.036903489,645.118896797,395.477780105,428.827722144,962.279873987
222252.204837,77.3393938087,341.052383098,586.408527877,84.4964740208,188.323715149,710.046313697,771.206314292,141.524319852,635.748282812,616.142987664
226923.825018,453.978591976,377.104617397,485.447152999,579.583379625,67.6003079903,834.338476805,135.76851524,859.082117817,715.645377825,528.547013306
214962.418047,238.924351059,259.594326726,34.5885239219,541.445997868,649.76523522,282.515734726,745.582508828,315.886839168,331.549885879,763.70019951
281416.494431,44.9569491681,68.9690750458,174.940048925,551.298402176,461.260894519,491.127888323,456.614487423,629.292002,508.720213564,707.568403487
233752.732349,76.268134446,67.0093555399,36.9442075093,508.239570017,528.801398825,220.928247445,727.523641349,347.496371498,402.592632973,860.717299345
340440.124273,165.472782828,6.7534869447,28.1241909052,181.191272737,259.179480882,526.168236034,320.884669053,755.696570173,384.472599985,905.452086459
206395.883445,381.567128126,122.939390953,65.6374697406,704.904279957,232.736769103,675.527284351,688.360910155,496.021770602,497.301893429,952.502349103
265096.386176,535.800436579,583.42514057,321.708901206,783.075178789,783.150711071,364.739166801,316.766713554,889.192006773,723.604813791,688.586130691
238797.520271,54.2113336085,474.995569766,562.813423848,283.536053913,617.468165489,482.286165411,721.693355454,646.301713089,679.660405706,929.844800235
239451.627232,527.32319978,1.55564788611,574.134425358,180.462916098,562.89103265,292.469697928,26.8647099276,750.469294377,633.544209856,525.798021166
245732.101388,631.554435491,53.3682057981,687.176973079,267.860220538,596.770653076,505.494819029,289.489896735,896.066648159,149.557115618,956.236753445
315676.412237,269.652315536,11.5567183633,462.827507715,209.834683262,705.686420629,297.911703065,650.196484388,558.857660364,740.958217124,794.749406819
221956.886623,90.3708147155,238.24829246,252.626875331,492.504135058,691.416824474,392.343864484,634.339255269,735.071848425,222.164851199,982.282818019
221281.965244,205.556538273,297.515783842,194.24914184,414.115740113,617.998522507,151.843358095,149.139749896,648.489715579,398.226097501,720.108233613
221999.472189,503.806005633,311.253304397,246.700361037,681.644795179,131.973466232,741.103738261,93.567820533,791.237315478,254.853710144,823.2229509
329632.815801,190.659299111,226.176159174,335.57627666,779.039590338,495.080048296,904.039070572,448.792385024,988.654993788,748.695122855,855.300582444
278684.161917,552.009159492,122.989774188,729.480913263,158.944805715,547.581434199,763.670180444,355.34738907,923.068793128,758.247341653,817.137913522
234785.24657,145.433031635,34.0360979984,606.563423702,21.4467461173,592.411403207,436.066860714,276.312128022,940.371075704,576.028630681,930.456260915
243891.728295,304.717005909,324.363917687,119.725194323,555.220232236,271.982323027,744.931319313,364.505135689,722.868099826,768.809700278,777.956289881
246575.28522,265.015503422,162.86234456,178.146118621,558.444733647,404.506883585,654.76573418,44.1430902523,900.239360216,690.859921743,653.923000819
268038.694333,271.454577673,45.4066769274,765.41366736,303.259082181,387.366650166,763.355355189,551.607896282,883.190791465,753.341214002,1008.00164866
342174.234088,144.40309041,392.06281481,117.89966813,482.474592428,14.3625344052,873.231587433,197.486189068,930.056383314,577.77606357,799.186522613
207103.506513,149.889030881,465.251470858,535.29845342,323.797623827,70.6772432751,781.942563215,779.38446609,191.734475797,571.01069474,768.963612812
241811.444387,77.1837961224,511.17376048,279.434546235,479.854532798,592.504882126,52.213642194,611.435559433,186.97369161,576.06697303,979.848702855
261633.211321,25.9467832266,165.670745408,455.620826659,307.26820535,118.866930803,974.57418416,190.773104953,986.810394945,526.638345583,924.899680974
225801.115883,345.57984995,334.668912046,498.660258911,197.721396495,48.9550096926,542.287807144,98.0152401582,618.679672613,437.702968555,730.347172144
193666.205394,101.340375748,30.7037061073,526.628880288,160.738084927,448.548474253,482.19058228,266.024617694,746.919273162,730.625457123,702.665509629
267884.365615,276.934143235,121.294127082,401.247745406,145.23705729,372.704816753,368.978343115,504.669805439,595.556991974,733.558906131,905.277238712
260723.216343,393.616905016,297.520987339,402.731196374,426.804637013,646.710694747,397.976120322,628.947973948,782.311988567,775.471436644,740.126481714
260455.546231,467.726524966,70.6004198001,484.5199116,47.8258189125,257.599406385,864.621231395,579.765101718,692.232210647,571.190827456,989.802024512
215579.683858,10.0610584986,27.8035751345,186.034790806,190.240748014,487.608399099,306.419288951,232.246120603,812.320198716,543.251331636,905.112037601
232040.876847,155.015062384,46.3875735072,376.043750258,236.291452513,304.652127665,378.516079335,252.051400324,658.317130647,721.321124014,955.6319205
295049.393214,261.992690916,86.4151534812,70.0787272655,624.923316798,401.367154918,638.516345667,575.249953232,830.356165631,738.064450043,873.088926511
246048.981283,165.105202848,400.932503881,295.358805039,353.093032845,252.248337645,635.609916524,181.095699347,890.741308875,784.794463901,827.493272627
234710.39089,11.7441693125,412.625581982,122.762244636,481.221529279,624.046077216,277.698140101,661.458516109,293.743978248,245.694470764,759.333996484
217908.328483,398.420873522,478.276541685,690.748668525,347.642939458,199.974558264,762.853849616,327.524235257,763.180887155,32.6325265338,850.061830179
318725.130594,75.6175201707,275.306102426,3.96722473824,443.760267688,256.481261146,696.390569105,561.422131146,682.635074686,724.361116427,700.567358618
372856.522165,104.673576101,186.644769192,42.5316706823,479.91871693,104.644916561,627.810238006,132.825977551,799.039284764,619.140135777,975.398824553
255552.634424,471.090510949,129.440551355,373.348888304,470.809953788,564.347161034,600.933032676,658.661600478,984.254639565,758.440954955,966.560904604
228087.462245,94.9509440574,369.858976783,376.991911942,125.496925932,200.049008981,708.160251217,572.071614563,587.461100665,565.383482405,619.6077879
234275.995574,208.87857131,193.79431368,234.179003272,215.120940391,585.961108584,55.1547629548,384.761689379,721.533510544,745.315794522,397.271856296
286380.64072,203.557857832,173.252120139,276.647506378,2.95749760396,444.502126301,46.3356033892,648.318206077,312.626241723,435.124683856,996.276619629
227993.890753,121.058843988,352.835397435,301.863217695,334.205755033,468.018323079,318.177089317,639.813960835,447.432928973,199.524916617,962.047106573
218398.766136,347.687568453,188.139395585,78.4922454714,434.243086427,126.736746982,627.638561389,703.757027089,522.774148555,553.65766683,976.556574621
226419.314913,117.182550978,119.201916596,528.386014173,94.3758581232,504.3800291,562.148369436,107.467235696,758.253305071,243.152426295,842.410902776
211351.132197,143.760644525,377.924644603,685.382468039,161.605136272,395.507259196,592.924973595,200.288530742,698.526489879,426.991669099,881.451118555
279111.326432,315.346530358,359.052411356,273.725704345,437.079118723,327.873592707,593.973472382,541.785935486,830.008021862,580.44532963,944.196434571
298090.141111,202.443379077,143.549932173,599.676567148,28.3843995566,469.179874128,416.336448339,708.9274478,219.418942186,708.248817595,493.808307611
226644.1533,280.996345919,220.936796809,555.540033247,120.024599955,599.387322501,131.129908124,338.943607164,597.225249117,557.632064908,852.155594243
232114.105814,111.834650861,67.76551522,267.1287941,293.095473956,681.30869261,324.582019959,580.773058461,576.119494136,389.73923782,901.807954346
263106.311335,364.93447046,350.477818212,476.970146177,288.42156276,529.996059361,715.57585401,659.853417646,670.290128392,766.281041334,632.239307137
298838.899533,402.121576583,236.432724205,576.740418666,2.35240352925,651.990434698,185.004520933,771.828891984,457.19913757,711.815609302,808.852734745
475903.376975,213.904132035,184.983920254,411.19839123,24.3523410161,402.699274462,98.7504094173,513.864899144,127.311150024,567.204819098,43.9171010643
236053.747787,230.146673875,239.204916802,650.864737211,279.615123252,439.649031449,634.781274251,663.504393708,573.584099073,669.704595398,625.145040626
244104.647599,111.465434292,429.492668774,347.325271946,394.712291682,407.432094534,520.987531612,705.867255669,80.3214570634,373.780579476,1008.41459297
218019.200309,328.085038601,445.924750582,376.294131381,421.354229623,589.341651832,33.9480700666,283.110595304,886.050611321,639.620069247,705.79408545
279471.23609,620.38604753,407.803539385,615.261628015,627.09330169,337.588600985,956.25093291,518.267349083,935.738373064,758.873116645,786.583183678
248538.403698,39.7751351766,158.151550169,367.594582657,588.628981117,577.990407341,392.921701238,565.636140399,616.633820508,777.720786953,864.581030275
237999.504624,169.929011553,611.355393673,644.826492357,423.523214162,637.276856027,552.701536598,350.421506313,791.646596688,744.989819355,555.357028921
254243.539494,99.2588498739,2.54148577227,129.093166519,44.7733003778,263.856868896,151.170469497,536.794584167,379.777482868,416.424436243,779.208612708
258792.253455,131.408071982,159.888466283,466.450039212,47.4015996473,209.945688028,492.07050595,691.78524759,414.150633362,676.473221997,572.221670289
356413.716469,158.50410282,230.00053893,211.415589141,339.799826001,200.308223775,805.482220649,126.087303903,891.936871545,33.5135650264,937.507386525
299585.11953,26.844421035,330.315715665,368.82989677,19.6735913266,465.302860354,101.86362665,488.601050647,85.3585584239,312.305917158,631.168584112
334732.010672,54.8587171446,73.4609315956,224.928194968,258.536154799,319.926638246,220.500718023,220.358472086,406.1047405,65.0282466432,896.299161626
205411.185693,471.589237831,110.789570894,450.343000468,417.537791033,60.7031926778,654.245902376,606.883993984,387.311042951,612.263921185,719.566206997
279792.616353,227.20893336,135.639919041,47.8942798513,289.549414509,324.180409961,189.559313997,615.703564148,538.469273491,490.491788213,887.346667132
289513.016308,634.23135766,9.35170496549,214.459336755,769.869100735,310.459522997,908.955315421,581.069185445,777.840137575,32.0720029999,1004.24450649
285206.925321,125.14290171,55.5627976548,85.923253118,231.420151391,32.671210439,650.357423679,746.456581347,204.142319686,705.303144059,750.338118994
328130.719836,544.669591152,558.967078633,768.494665918,506.610617512,483.927085783,799.511858711,552.938556613,778.323684528,744.649964556,769.214638421
289500.261033,109.455907108,574.147293174,346.735686308,605.494922609,131.476417421,929.582534306,709.865399329,633.886071177,781.301104636,827.802489433
242307.350868,223.880670825,181.880103239,47.4364238078,606.160887992,489.805136379,478.490091679,655.076151435,267.831700142,761.669199432,241.055411623
200767.746701,299.963168142,440.86730465,412.469705274,617.989845202,737.950083927,251.641005155,292.366651629,895.561704645,740.242125256,895.110583425
241309.266101,319.338559977,280.046845548,746.625247249,61.1599315813,784.622647851,329.738971654,37.290467994,950.030945843,698.808411209,996.401455538
234030.643934,478.411188694,160.996342523,507.986120044,438.070740806,385.77615228,551.17262678,540.775840125,770.07591977,538.996830503,800.79261454
261347.05973,364.714539463,623.458487998,422.29253474,632.216240083,726.69775981,396.847184319,753.573340869,788.101618081,692.762567296,954.290189836
204429.505791,0.697190560984,77.898622973,198.109318596,364.213665282,513.223972083,218.200783791,142.41319297,669.732395133,681.628976134,576.253173478
362312.62334,75.0277259886,46.654465343,116.530190154,87.7347493787,47.3478900387,513.535207535,139.318521109,648.983103835,645.604782342,803.19228174
275532.4851,90.7628331047,167.635088536,91.3325719692,455.053104265,488.303247866,295.769576962,598.93808428,399.484812584,696.526607139,463.356047599
329884.035788,197.334276906,129.52191424,312.712896125,120.943336888,38.1681112759,343.57893268,270.488231795,530.758954159,10.9357238629,950.34241311
222604.0987,546.664208907,360.001627745,193.8328518,680.060477081,230.545682535,683.449137839,143.719421116,761.446601556,729.217773091,342.032354205
298526.924376,305.175217903,719.553215516,314.049055822,846.614241689,730.181232806,557.404253134,271.516806906,950.601757308,784.809803714,885.529502541
307787.467545,285.073813565,205.562279127,227.103825369,372.237380335,156.156937369,477.93762155,80.7046046318,532.877767175,575.933831856,856.421417947
203344.66577,22.5110637205,53.1803376225,449.703270312,208.095299968,183.81072323,510.133554136,584.164161444,610.572278981,234.239976289,831.771198965
313461.006869,191.750757712,301.507128467,105.757618567,500.526464423,485.537978675,641.94746562,727.779736967,759.199397557,744.810152737,766.568507534
274939.438317,260.020337093,82.6674024305,736.271356276,313.181212283,719.827925354,375.787906268,683.770927521,439.889569781,132.199238768,935.316984489
197001.710532,311.452687326,524.502572254,595.754299076,243.57869586,469.564280788,526.523306752,590.933025842,408.430869151,349.047734101,888.371094457
359017.037785,9.93772523871,139.575011182,200.340687802,63.4397891147,83.9349041866,723.016748742,22.4717066497,930.20296807,528.804086937,843.063892051
300661.117973,171.538564035,272.681044311,110.395632806,380.759996804,301.001193688,641.341224298,754.42286639,725.229628544,581.592896743,961.719218394
347876.840013,97.4241082376,204.083375935,175.714451501,344.239329293,592.329938076,685.947623263,526.02828727,824.8046013,764.817723455,976.229025519
209486.194769,495.119880225,148.139929291,379.337708317,386.589120271,99.556635201,558.447666392,276.583859341,654.699369961,689.246478274,301.857166565
269385.522782,141.840428501,34.5640539818,315.43434439,33.3533339623,175.546239339,644.489259124,526.402964135,622.764146782,519.006263075,802.052094667
271401.234873,166.390063536,237.931853748,218.356887822,231.962277767,363.500007154,165.273250216,231.666510724,895.764439766,621.173646204,850.260685456
222842.583332,277.884550728,334.417437742,539.445794108,433.359290905,721.134574035,56.5727537557,716.8460069,480.261285543,105.339722997,994.398745253
288366.383365,180.971190882,163.34197885,139.227112331,422.221715617,351.552785378,442.924096147,554.161972123,158.435571116,703.333791037,254.825062583
